orbit_type,orbit_altitude_km,inclination_deg,current_battery_percent,solar_exposure_hours,eclipse_duration_hours,payload_count,payload_power_kw,communication_duration_minutes,communication_bandwidth_mbps,onboard_memory_used_gb,onboard_memory_total_gb,cpu_utilization_percent,temperature_celsius,mission_duration_hours,previous_power_consumption_kw,previous_battery_percent,power_consumption_kw,remaining_battery_percent,mission_risk,health_score,memory_utilization_percent
MEO,12089.72,58.92,56.18,3.84,0.58,2,1.13,26.01,311.26,91.43,512.0,57.05,62.7,2.81,1.02,52.74,1.39,76.82,MEDIUM,65.19,17.857421875
SSO,621.43,98.5,30.19,3.78,0.42,5,3.24,48.15,416.44,42.91,512.0,86.14,67.77,6.38,3.58,24.79,3.7,0.0,HIGH,17.16,8.380859375
LEO,694.08,95.73,31.55,4.24,0.11,4,4.67,32.63,334.46,14.33,512.0,71.14,71.69,4.76,5.27,28.54,4.9,0.0,HIGH,38.83,2.798828125
GEO,35786.0,2.87,86.43,2.71,0.53,4,2.33,9.94,132.34,68.75,512.0,46.58,73.53,8.67,2.33,88.63,2.69,0.0,HIGH,38.61,13.427734375
LEO,967.9,47.73,92.06,2.58,0.62,4,3.06,16.93,449.3,368.33,512.0,16.26,79.63,6.11,3.01,94.3,3.32,0.0,HIGH,16.31,71.939453125
GEO,35786.0,0.92,59.78,3.93,0.79,2,1.07,41.76,409.19,375.65,512.0,77.09,43.4,3.14,1.16,57.36,1.39,78.66,MEDIUM,73.02,73.369140625
SSO,715.08,97.58,57.84,2.17,0.75,1,0.6,20.86,168.26,13.45,512.0,89.98,37.38,3.15,0.96,60.43,0.81,67.3,HIGH,32.49,2.626953125
SSO,602.18,97.61,32.48,1.9,1.5,1,1.05,24.19,394.86,91.86,512.0,84.87,33.25,3.85,1.36,25.24,1.39,20.39,HIGH,14.76,17.94140625
SSO,781.83,97.47,99.53,4.16,0.96,1,0.7,39.05,189.62,291.93,512.0,64.96,55.99,8.44,1.55,96.1,1.24,81.43,MEDIUM,51.43,57.017578125
SSO,646.69,98.12,65.84,0.97,1.5,1,0.75,51.27,388.12,318.79,512.0,79.47,48.08,4.39,1.34,68.13,1.21,42.93,MEDIUM,73.97,62.26367187500001
GEO,35786.0,2.77,59.74,0.6,1.77,3,2.0,11.65,417.17,325.95,512.0,69.9,28.2,4.23,2.3,64.51,2.55,0.0,HIGH,42.77,63.662109375
GEO,35786.0,2.39,79.82,2.14,1.04,1,0.46,10.84,127.05,137.64,512.0,21.44,51.57,4.62,0.75,72.63,0.68,85.07,MEDIUM,57.6,26.882812499999996
SSO,794.58,98.34,33.14,3.37,0.49,5,4.03,19.18,371.6,80.13,512.0,34.99,48.08,9.91,4.54,29.05,4.42,0.0,HIGH,17.33,15.650390625
MEO,5608.7,57.46,93.8,3.49,0.01,2,1.21,32.01,406.42,140.26,512.0,83.15,60.3,7.68,1.98,92.12,1.79,46.31,MEDIUM,57.23,27.39453125
SSO,681.63,97.03,91.03,4.01,1.08,2,1.83,11.54,146.44,143.25,512.0,69.91,79.76,7.94,2.19,85.1,2.09,31.47,HIGH,10.55,27.978515625
GEO,35786.0,3.89,90.21,4.18,0.68,2,2.25,19.2,254.28,232.49,512.0,89.77,78.82,2.57,2.29,89.83,2.46,99.27,HIGH,41.69,45.408203125
GEO,35786.0,4.4,64.72,2.25,1.24,1,0.77,39.4,68.03,453.26,512.0,55.41,28.5,6.99,1.09,69.32,1.2,37.15,MEDIUM,69.38,88.52734375
GEO,35786.0,4.53,83.83,4.45,1.76,5,2.9,14.49,242.65,446.57,512.0,37.62,71.07,1.11,3.29,84.67,3.2,100.0,HIGH,16.56,87.220703125
GEO,35786.0,3.85,52.24,3.83,0.95,5,5.01,38.53,288.44,249.89,512.0,38.86,39.12,7.7,5.29,52.14,5.38,0.0,HIGH,34.33,48.806640625
LEO,591.97,59.83,99.18,4.0,1.73,2,2.26,34.25,375.05,243.42,512.0,49.35,67.02,4.35,2.64,97.85,2.85,66.53,HIGH,16.56,47.54296875
LEO,912.6,46.22,62.21,3.16,0.7,3,2.02,52.11,99.73,203.46,512.0,80.31,21.03,4.86,2.29,59.47,2.25,29.07,MEDIUM,55.49,39.73828125
MEO,16603.68,59.76,62.37,0.89,1.42,2,1.52,6.39,420.44,196.81,512.0,27.66,29.49,1.17,2.35,54.61,2.1,57.03,LOW,82.79,38.439453125
SSO,788.68,97.15,78.89,1.91,0.61,5,3.49,30.96,378.8,111.99,512.0,61.58,77.75,5.95,4.15,78.4,3.79,0.0,HIGH,39.35,21.873046875
SSO,778.15,97.11,72.4,1.01,0.14,1,0.73,26.38,417.89,303.6,512.0,76.95,46.58,6.48,1.59,66.58,1.3,29.86,MEDIUM,72.21,59.29687500000001
SSO,784.86,97.12,76.13,1.5,0.74,1,0.63,50.49,431.08,152.3,512.0,14.97,35.32,1.98,1.44,75.6,1.06,80.44,LOW,99.65,29.746093750000004
MEO,14588.86,46.6,35.4,4.05,0.53,4,3.28,21.69,378.52,39.14,512.0,35.41,30.69,5.68,4.15,39.52,3.83,0.0,HIGH,22.99,7.64453125
MEO,5103.64,50.76,65.21,2.98,0.21,5,2.3,6.83,97.2,248.88,512.0,31.13,71.59,6.7,2.68,60.24,2.72,0.0,HIGH,23.3,48.609375
GEO,35786.0,2.57,35.23,1.22,0.82,1,0.87,11.49,354.83,197.72,512.0,70.27,35.97,9.99,1.0,29.57,1.28,0.0,HIGH,35.37,38.6171875
SSO,586.86,98.04,34.17,3.57,1.63,2,2.21,47.39,375.74,469.72,512.0,31.33,28.56,8.66,2.46,27.38,2.74,0.0,HIGH,22.9,91.7421875
LEO,819.12,50.03,98.18,0.77,1.07,4,4.19,42.69,238.99,111.34,512.0,71.82,20.01,3.56,4.27,100.0,4.41,5.41,HIGH,33.52,21.74609375
MEO,9596.85,50.12,51.8,2.23,1.29,1,1.03,56.49,161.21,399.34,512.0,40.18,66.95,1.33,1.38,49.44,1.25,67.71,HIGH,19.02,77.99609375
SSO,713.8,97.96,69.01,2.56,0.73,5,5.63,41.99,116.19,443.85,512.0,70.68,60.43,2.44,5.95,66.93,6.06,3.49,HIGH,16.26,86.689453125
MEO,8476.38,54.96,38.21,2.57,1.8,4,1.83,51.82,388.89,95.16,512.0,23.31,64.19,3.97,2.72,41.16,2.43,6.53,HIGH,16.97,18.5859375
GEO,35786.0,1.25,36.5,3.42,0.27,5,2.85,46.91,330.42,404.82,512.0,81.3,41.26,4.42,2.91,31.05,3.19,0.0,HIGH,24.99,79.06640625
LEO,390.56,32.88,52.62,2.84,0.26,5,3.47,39.26,277.21,159.4,512.0,10.73,59.3,2.2,3.57,54.6,3.9,31.02,MEDIUM,63.78,31.1328125
GEO,35786.0,2.81,35.71,3.83,0.24,5,3.04,5.53,69.16,221.75,512.0,43.93,78.27,3.1,3.59,36.9,3.26,16.05,HIGH,31.45,43.310546875
GEO,35786.0,3.99,83.97,2.21,0.21,2,1.75,32.79,249.14,226.51,512.0,37.33,60.35,1.13,2.17,85.04,2.34,93.34,MEDIUM,63.1,44.240234375
MEO,13537.42,47.74,46.95,3.29,1.29,5,2.25,59.18,190.19,154.74,512.0,22.85,22.95,3.7,3.15,44.58,2.82,18.68,HIGH,21.57,30.22265625
MEO,10748.47,58.37,35.51,0.72,1.5,3,3.57,33.04,118.53,235.71,512.0,12.03,48.91,6.35,4.08,36.03,4.14,0.0,HIGH,26.31,46.037109375
LEO,305.91,38.13,37.8,1.19,0.53,5,4.03,50.49,374.65,204.91,512.0,56.56,28.78,9.59,4.2,33.97,4.33,0.0,HIGH,30.79,40.021484375
LEO,543.26,37.83,36.29,2.81,1.43,4,2.46,27.76,394.89,155.29,512.0,54.45,57.13,6.46,2.84,34.29,2.98,0.0,HIGH,21.28,30.330078125
MEO,16457.23,48.76,78.94,3.36,0.36,5,4.14,12.12,122.04,110.33,512.0,86.26,59.89,5.19,4.6,72.48,4.65,0.0,HIGH,43.15,21.548828125
SSO,593.17,98.49,64.54,2.19,0.22,1,0.92,11.44,80.99,148.58,512.0,41.68,57.84,2.43,1.23,65.83,1.49,67.24,MEDIUM,62.56,29.019531250000004
MEO,13398.6,54.32,37.04,4.24,0.0,2,1.38,22.67,346.51,23.21,512.0,17.01,51.61,2.96,1.26,39.48,1.6,57.05,MEDIUM,59.65,4.533203125
MEO,18788.56,52.69,63.66,2.73,1.69,5,3.74,39.95,278.49,251.07,512.0,49.05,59.43,3.36,4.17,59.5,4.22,4.17,HIGH,11.78,49.037109375
MEO,4297.31,53.54,62.73,1.61,0.24,4,1.83,38.98,59.81,243.31,512.0,11.28,41.39,9.11,2.09,61.55,2.05,0.0,HIGH,36.23,47.521484375
SSO,539.55,98.01,45.11,1.02,0.61,3,2.01,12.3,222.2,275.9,512.0,55.21,47.04,3.28,2.46,48.01,2.28,8.74,HIGH,15.1,53.88671874999999
MEO,9312.79,49.68,73.41,4.33,0.23,1,0.54,29.62,252.3,251.18,512.0,68.8,24.38,6.13,1.07,76.37,0.78,94.26,LOW,83.27,49.05859375
SSO,760.6,98.24,62.13,3.05,0.7,3,2.35,13.67,262.4,263.47,512.0,92.71,30.63,6.72,2.7,64.83,2.61,0.0,HIGH,29.64,51.45898437500001
SSO,571.39,98.84,63.11,2.38,1.36,3,3.08,51.66,51.26,196.14,512.0,83.66,30.84,6.44,3.45,60.52,3.59,0.0,HIGH,22.65,38.30859375
GEO,35786.0,4.68,56.33,3.22,1.36,3,2.75,44.56,106.89,88.71,512.0,73.94,45.94,4.45,3.46,59.98,3.34,0.0,HIGH,40.06,17.326171875
SSO,655.84,98.41,31.6,1.64,0.31,5,3.33,42.61,423.05,394.35,512.0,27.59,46.96,1.89,3.7,32.58,3.89,3.57,HIGH,13.14,77.021484375
SSO,658.43,98.39,66.36,4.44,0.13,5,3.98,31.0,445.1,469.11,512.0,25.53,67.61,5.78,4.82,63.2,4.42,0.0,HIGH,19.99,91.623046875
MEO,9000.12,52.1,59.85,1.49,1.01,2,1.95,17.43,334.6,112.66,512.0,16.23,32.93,5.36,2.49,59.68,2.34,0.0,HIGH,10.92,22.00390625
MEO,4985.89,45.31,36.4,2.63,1.31,1,1.04,16.22,165.32,34.88,512.0,30.99,45.91,6.54,1.73,34.68,1.35,10.47,HIGH,31.93,6.812500000000001
MEO,7752.7,46.66,56.31,2.95,1.74,2,0.92,13.79,326.64,181.57,512.0,84.17,37.89,6.12,1.88,52.22,1.5,32.17,MEDIUM,72.4,35.462890625
LEO,475.58,49.04,84.77,1.0,0.71,4,4.17,59.01,273.51,226.9,512.0,84.85,77.67,3.14,4.08,84.76,4.42,6.56,HIGH,16.13,44.31640625
SSO,551.23,98.06,31.32,2.67,1.52,3,2.47,45.55,422.08,223.54,512.0,11.49,20.05,1.97,2.72,27.93,3.01,24.8,HIGH,25.15,43.66015625
MEO,11773.06,49.37,89.82,1.02,0.26,3,2.37,23.78,52.01,256.87,512.0,73.14,30.22,9.6,2.75,86.0,2.58,0.0,HIGH,39.56,50.169921875
GEO,35786.0,1.96,90.7,2.99,0.41,4,2.17,12.95,321.2,215.69,512.0,20.47,75.15,1.27,2.73,86.5,2.73,100.0,HIGH,24.75,42.126953125
SSO,531.19,98.14,66.97,3.45,0.37,1,1.19,20.79,141.67,85.84,512.0,93.72,54.54,9.6,1.97,64.38,1.59,9.44,HIGH,18.5,16.765625
LEO,644.73,40.53,32.77,2.08,1.46,4,3.21,45.94,230.56,385.41,512.0,63.2,30.52,1.81,3.86,29.03,3.68,14.32,HIGH,14.14,75.275390625
LEO,626.4,81.14,68.92,3.03,1.17,5,4.51,38.6,141.39,229.02,512.0,18.29,47.93,4.17,4.66,63.43,4.72,0.0,HIGH,43.21,44.73046875
MEO,3034.63,46.85,58.7,0.58,0.48,2,1.11,25.85,73.6,234.4,512.0,32.4,62.62,9.47,1.24,59.77,1.62,0.0,HIGH,26.97,45.78125
MEO,11113.7,59.75,84.37,2.28,1.38,1,1.16,53.17,184.71,230.03,512.0,85.6,46.99,8.28,1.17,87.03,1.57,27.3,HIGH,35.39,44.927734375
SSO,547.8,97.22,37.82,2.03,0.69,3,1.93,7.06,194.27,242.99,512.0,44.28,35.64,2.52,2.24,34.98,2.34,23.93,HIGH,25.29,47.458984375
GEO,35786.0,2.83,42.85,4.42,0.92,4,3.5,57.77,256.54,420.59,512.0,83.74,35.57,1.79,3.92,38.48,3.93,50.31,MEDIUM,57.28,82.146484375
MEO,11963.1,58.79,50.97,3.92,1.39,5,5.43,32.77,311.44,155.37,512.0,59.89,52.0,7.04,6.21,50.65,5.93,0.0,HIGH,31.92,30.345703125
SSO,539.79,97.14,66.64,3.21,0.4,5,4.93,23.69,435.52,47.66,512.0,16.78,57.48,1.68,5.75,70.73,5.44,45.92,MEDIUM,58.25,9.30859375
SSO,664.74,97.45,70.29,1.55,0.36,2,0.95,9.71,151.78,157.96,512.0,53.36,44.95,1.67,1.32,69.75,1.45,73.2,LOW,94.6,30.8515625
LEO,445.21,41.32,60.63,4.31,0.21,5,2.56,12.35,142.4,66.06,512.0,43.26,47.52,3.74,2.66,56.7,2.92,41.35,MEDIUM,62.54,12.90234375
GEO,35786.0,4.17,36.72,3.11,0.79,1,0.71,31.32,98.14,79.99,512.0,38.82,21.78,9.68,1.07,39.52,1.02,9.72,HIGH,31.85,15.623046874999998
MEO,19933.7,57.34,63.15,3.44,0.32,2,1.28,25.61,432.95,303.1,512.0,42.51,55.56,6.44,1.14,67.37,1.52,40.83,MEDIUM,72.81,59.19921875000001
MEO,4456.12,49.07,54.29,1.8,1.55,1,0.63,56.57,261.39,285.58,512.0,43.74,72.06,5.15,1.41,57.87,1.17,36.69,HIGH,34.82,55.77734375
SSO,510.67,98.79,84.15,1.02,0.73,2,1.21,39.1,390.7,385.79,512.0,12.33,61.81,10.0,1.39,88.7,1.43,3.27,HIGH,40.17,75.349609375
MEO,13390.13,56.81,74.92,2.99,1.14,4,3.7,34.68,51.59,449.55,512.0,12.01,29.26,3.87,3.98,78.02,4.22,4.66,HIGH,16.93,87.802734375
SSO,630.1,97.55,55.13,3.73,1.48,2,1.0,41.66,359.26,304.4,512.0,42.0,70.04,2.09,1.45,53.62,1.6,78.19,HIGH,28.46,59.45312499999999
SSO,556.57,98.4,83.71,3.32,1.28,3,1.97,15.74,320.58,12.73,512.0,29.91,55.06,5.75,2.5,82.52,2.23,40.29,MEDIUM,73.79,2.486328125
LEO,844.19,80.56,78.63,1.66,0.33,2,1.03,32.52,257.14,338.09,512.0,53.09,35.89,6.93,1.03,74.02,1.42,34.34,MEDIUM,45.19,66.033203125
SSO,698.73,97.02,40.64,3.37,0.85,2,1.69,50.42,107.61,257.36,512.0,19.29,29.04,1.14,2.3,34.78,1.91,67.05,LOW,96.97,50.265625
LEO,501.26,72.96,88.79,2.66,1.26,5,5.56,52.24,283.08,122.91,512.0,10.35,67.86,3.99,6.1,82.66,6.04,0.0,HIGH,42.51,24.005859375
MEO,10285.49,50.46,41.6,2.3,1.79,3,1.37,44.16,53.73,150.15,512.0,27.21,31.26,2.09,1.83,43.37,1.62,47.21,LOW,80.76,29.326171875
SSO,622.88,97.85,98.48,4.23,1.64,2,1.72,45.56,329.95,447.2,512.0,37.03,35.14,5.62,1.88,97.84,2.04,74.71,LOW,84.3,87.34375
MEO,17350.39,48.68,56.75,1.84,1.55,3,1.88,17.06,198.15,445.23,512.0,72.25,46.31,4.47,2.69,54.65,2.34,10.65,HIGH,25.85,86.958984375
MEO,14440.31,51.58,81.71,2.32,0.37,5,4.59,41.36,129.03,269.87,512.0,29.3,23.0,7.55,5.36,75.88,5.07,0.0,HIGH,34.82,52.708984375
GEO,35786.0,0.66,53.81,4.18,1.79,3,2.07,38.04,426.51,210.48,512.0,36.05,75.56,4.29,2.71,53.49,2.48,34.62,HIGH,32.53,41.109375
GEO,35786.0,4.2,33.59,4.49,1.68,3,3.16,47.64,94.34,180.92,512.0,20.87,78.95,3.24,3.82,26.74,3.71,9.44,HIGH,16.24,35.3359375
SSO,574.73,98.7,62.59,2.41,0.03,4,2.62,8.91,147.75,176.55,512.0,64.22,21.77,3.17,3.35,60.03,3.02,29.23,MEDIUM,46.06,34.482421875
SSO,711.09,98.12,42.04,1.5,0.97,3,3.25,43.74,268.89,200.16,512.0,82.65,41.65,4.78,3.7,35.31,3.5,0.0,HIGH,33.31,39.09375
GEO,35786.0,4.47,84.08,0.83,0.09,4,2.72,51.6,261.21,342.26,512.0,94.03,28.59,9.42,3.06,80.2,3.3,0.0,HIGH,18.16,66.84765625
LEO,821.19,68.53,31.44,3.46,1.03,1,1.13,32.23,51.64,457.2,512.0,15.02,50.33,8.69,1.86,31.42,1.47,0.0,HIGH,41.53,89.296875
LEO,357.6,62.51,43.84,2.49,1.21,5,4.83,42.73,246.52,404.33,512.0,65.01,20.52,1.45,5.7,48.39,5.3,23.57,HIGH,30.46,78.970703125
MEO,6787.36,58.46,54.96,1.4,0.92,5,2.14,10.79,197.2,348.34,512.0,69.68,77.65,7.79,2.41,48.95,2.42,0.0,HIGH,21.12,68.03515625
GEO,35786.0,3.41,68.17,3.17,1.53,2,1.81,23.36,98.37,307.89,512.0,52.51,24.53,7.51,2.6,62.66,2.34,0.0,HIGH,40.1,60.134765625
SSO,774.96,98.24,67.88,2.42,1.07,2,2.29,47.79,126.21,266.09,512.0,81.32,22.82,5.99,2.56,68.31,2.81,0.0,HIGH,11.95,51.97070312499999
LEO,418.89,51.47,64.58,2.33,1.21,4,4.28,14.79,264.13,237.15,512.0,74.92,27.1,3.83,4.44,65.96,4.8,0.0,HIGH,15.71,46.318359375
MEO,17729.11,54.25,86.73,2.27,0.89,1,0.74,20.93,148.47,124.63,512.0,90.24,30.06,2.84,1.15,90.4,1.31,89.63,HIGH,31.99,24.341796875
SSO,734.25,97.31,80.29,2.01,0.06,5,3.0,20.34,419.55,22.07,512.0,51.79,43.59,3.13,3.05,74.68,3.26,38.13,MEDIUM,45.59,4.310546875
SSO,625.92,97.96,49.07,1.93,0.57,3,1.55,49.92,388.73,30.57,512.0,47.72,21.78,3.94,1.64,53.53,1.83,25.44,MEDIUM,48.93,5.970703125
GEO,35786.0,2.15,33.4,3.39,0.51,5,2.17,36.59,70.42,145.06,512.0,18.38,20.9,3.78,2.96,27.74,2.61,10.06,HIGH,15.53,28.33203125
MEO,17284.87,54.88,37.32,2.89,1.03,4,2.51,33.88,274.03,171.72,512.0,44.71,30.44,3.16,2.71,40.58,2.84,13.55,HIGH,41.91,33.5390625
MEO,4221.85,49.56,70.97,4.03,0.49,5,4.86,37.02,99.7,34.09,512.0,71.05,67.55,8.45,5.42,64.4,5.21,0.0,HIGH,40.49,6.658203125000001
MEO,10223.95,56.42,93.76,0.99,0.05,2,2.21,51.59,307.19,325.2,512.0,16.85,72.11,4.4,2.34,92.74,2.69,28.9,HIGH,36.52,63.515625
SSO,510.98,98.07,82.98,1.63,0.65,4,4.52,16.51,117.57,453.27,512.0,57.26,22.97,1.12,5.03,77.01,4.87,67.0,LOW,89.25,88.529296875
GEO,35786.0,3.81,84.86,2.96,0.49,3,2.4,54.85,117.42,223.6,512.0,24.99,44.98,9.7,2.28,77.79,2.66,0.0,HIGH,43.41,43.671875
GEO,35786.0,0.83,61.21,3.97,0.13,1,0.55,41.31,162.22,190.97,512.0,81.07,62.39,3.17,1.25,64.44,1.01,87.96,MEDIUM,72.27,37.298828125
LEO,522.68,59.68,47.58,0.57,1.45,2,1.7,41.56,155.05,296.26,512.0,30.15,62.98,4.57,1.63,52.48,1.96,0.0,HIGH,22.18,57.86328125
GEO,35786.0,3.49,40.24,0.66,1.72,3,2.33,5.83,267.0,360.62,512.0,84.3,41.45,7.21,2.62,41.29,2.6,0.0,HIGH,14.86,70.43359375
LEO,962.15,73.36,64.07,3.12,0.36,3,3.54,20.76,284.73,329.96,512.0,28.68,34.16,5.28,3.55,68.56,3.76,0.0,HIGH,19.62,64.4453125
LEO,982.48,33.9,52.57,2.87,0.53,3,1.76,30.71,305.01,381.21,512.0,25.89,31.58,6.22,2.58,48.37,2.22,0.0,HIGH,18.4,74.455078125
LEO,321.79,48.31,91.13,3.47,1.34,4,4.49,45.92,408.53,217.99,512.0,40.7,40.02,7.51,4.55,93.52,4.92,0.0,HIGH,18.54,42.576171875
GEO,35786.0,4.8,41.27,0.57,1.61,5,4.38,58.21,306.35,46.94,512.0,19.86,57.48,3.15,5.14,42.08,4.95,0.0,HIGH,27.8,9.16796875
SSO,585.8,98.46,85.82,1.62,0.63,5,4.68,25.96,439.75,178.71,512.0,23.22,29.83,4.79,5.04,81.01,5.15,0.0,HIGH,10.9,34.904296875
GEO,35786.0,3.42,48.93,2.34,1.38,3,2.41,57.65,225.12,320.75,512.0,44.84,22.5,1.1,2.8,47.78,2.77,57.2,LOW,97.88,62.646484375
GEO,35786.0,2.52,97.8,0.54,1.38,3,2.8,10.58,148.73,240.73,512.0,62.41,63.34,2.73,2.84,90.03,3.02,50.72,MEDIUM,60.0,47.017578125
GEO,35786.0,1.0,89.28,1.62,0.26,1,0.73,9.25,413.84,363.26,512.0,58.48,64.9,3.64,1.26,92.31,1.28,78.45,MEDIUM,47.44,70.94921875
SSO,615.11,97.27,65.99,2.15,0.45,4,4.31,48.16,86.78,328.36,512.0,73.79,75.53,3.68,5.08,70.16,4.75,0.0,HIGH,21.2,64.1328125
MEO,7477.82,47.37,95.17,3.67,1.44,3,3.18,29.17,313.53,327.14,512.0,49.64,24.37,3.15,3.37,97.18,3.69,63.52,LOW,86.54,63.89453125
GEO,35786.0,0.31,35.12,4.39,1.2,3,1.44,52.58,405.46,296.3,512.0,92.25,58.46,7.68,1.45,35.1,1.84,0.0,HIGH,17.56,57.87109375
SSO,549.61,98.4,41.68,3.48,0.7,5,3.22,10.92,254.24,423.13,512.0,36.95,79.74,9.93,3.25,35.64,3.44,0.0,HIGH,22.41,82.642578125
SSO,674.77,97.6,66.1,1.72,1.42,5,3.45,7.98,328.79,343.81,512.0,34.83,70.92,4.51,3.7,67.93,3.77,0.0,HIGH,15.03,67.150390625
MEO,10398.6,58.35,75.92,3.69,1.54,1,0.48,48.48,248.05,413.36,512.0,71.24,49.28,1.12,1.0,78.02,0.82,100.0,MEDIUM,73.35,80.734375
LEO,896.33,79.67,59.14,3.37,0.92,4,4.29,58.26,147.96,418.07,512.0,85.96,59.79,3.73,4.7,59.27,4.66,0.0,HIGH,28.59,81.654296875
GEO,35786.0,1.3,86.04,4.27,0.24,4,2.29,16.88,52.44,350.22,512.0,26.7,27.99,4.02,3.04,79.23,2.71,66.55,LOW,92.69,68.40234375
MEO,14493.39,51.77,70.69,0.59,0.23,1,0.83,20.49,298.81,331.9,512.0,93.66,38.15,2.12,1.4,67.07,1.14,62.11,HIGH,37.35,64.82421875
LEO,426.87,50.49,33.71,4.34,0.67,3,3.44,40.12,86.9,235.46,512.0,29.78,70.12,6.87,3.73,31.67,3.65,0.0,HIGH,36.12,45.98828125
GEO,35786.0,1.35,75.42,2.51,1.2,1,0.45,8.94,90.17,111.75,512.0,45.34,31.29,4.87,0.75,72.94,0.83,79.33,LOW,85.46,21.826171875
SSO,720.7,98.48,65.86,2.32,1.74,3,1.64,50.42,184.41,376.72,512.0,20.94,53.1,7.59,2.35,65.94,2.19,0.0,HIGH,16.36,73.578125
LEO,461.91,57.99,89.63,3.66,1.61,2,1.24,28.31,96.75,259.81,512.0,50.14,51.66,2.8,1.45,81.84,1.81,100.0,MEDIUM,45.31,50.744140625
GEO,35786.0,4.21,54.52,3.83,1.1,1,0.45,46.5,152.16,42.32,512.0,65.1,44.09,4.98,0.55,47.13,0.78,75.26,LOW,91.83,8.265625
GEO,35786.0,0.37,71.65,3.13,0.86,1,0.88,58.04,256.9,366.58,512.0,43.92,67.61,3.73,1.17,70.7,1.47,73.59,HIGH,30.18,71.59765625
GEO,35786.0,3.3,57.2,3.4,0.6,1,0.88,10.65,228.66,201.31,512.0,26.77,28.6,7.55,1.16,57.28,1.12,43.15,MEDIUM,57.74,39.318359375
MEO,6779.74,48.95,34.51,3.45,0.31,2,1.42,56.38,209.47,307.35,512.0,87.26,38.99,5.76,1.71,36.04,1.74,10.61,HIGH,38.52,60.02929687500001
MEO,3348.91,59.5,72.71,3.27,1.11,5,3.4,56.48,111.84,287.95,512.0,47.83,73.59,1.14,4.29,66.91,3.9,82.95,HIGH,44.2,56.240234375
MEO,19512.95,51.91,80.25,3.38,0.45,1,0.73,45.14,289.08,418.12,512.0,86.26,46.84,1.28,1.5,84.03,1.28,100.0,HIGH,11.78,81.6640625
GEO,35786.0,2.5,79.12,1.64,1.54,2,1.28,44.14,55.88,399.93,512.0,81.21,38.02,4.89,1.35,81.86,1.61,47.66,MEDIUM,65.74,78.111328125
GEO,35786.0,3.87,31.82,0.59,0.16,2,0.82,47.78,249.74,26.12,512.0,89.67,63.52,4.0,0.89,27.16,1.04,11.88,HIGH,10.14,5.1015625
MEO,18842.1,48.58,78.54,0.7,1.05,2,1.55,29.17,314.48,435.44,512.0,89.37,23.11,5.22,2.27,72.75,2.1,15.47,HIGH,22.13,85.046875
GEO,35786.0,4.78,37.99,2.96,1.0,2,1.21,50.2,364.77,337.98,512.0,37.64,79.28,3.7,1.35,30.61,1.7,32.69,HIGH,18.56,66.01171875
SSO,796.94,98.64,32.09,2.07,1.62,1,0.85,41.84,163.04,332.78,512.0,73.53,62.83,1.87,1.36,37.09,1.14,43.14,MEDIUM,49.17,64.99609375
MEO,16741.64,55.31,64.51,0.85,0.62,1,0.86,12.81,376.35,447.68,512.0,75.16,24.76,4.24,1.42,62.16,1.29,39.01,MEDIUM,72.94,87.4375
LEO,681.82,42.93,57.75,3.08,1.62,5,4.25,17.74,333.46,423.1,512.0,93.16,27.08,2.37,4.96,53.69,4.78,20.99,HIGH,45.0,82.63671875
LEO,898.04,31.11,73.35,2.11,0.42,3,2.26,7.46,78.55,467.17,512.0,15.39,69.97,8.75,2.59,75.15,2.84,0.0,HIGH,36.44,91.244140625
LEO,681.52,96.03,61.33,3.88,1.75,2,2.14,29.56,410.87,255.93,512.0,67.07,51.21,6.93,2.77,55.31,2.67,0.0,HIGH,43.03,49.986328125
SSO,597.52,97.77,73.0,2.31,1.67,1,0.43,41.48,445.62,109.63,512.0,64.14,67.24,5.83,0.79,65.21,0.82,69.49,HIGH,43.74,21.412109375
SSO,719.3,97.09,48.87,2.55,0.08,2,1.84,54.27,273.61,358.13,512.0,75.42,28.98,8.99,2.69,48.92,2.31,0.0,HIGH,26.97,69.947265625
SSO,500.17,98.52,69.74,2.82,0.7,1,0.43,57.66,382.78,316.6,512.0,69.55,55.21,2.46,0.86,66.91,1.0,87.47,MEDIUM,50.82,61.83593750000001
LEO,525.54,40.24,62.65,3.03,0.92,1,0.46,50.61,158.88,15.23,512.0,31.44,32.53,9.83,1.4,64.82,1.04,32.37,MEDIUM,61.17,2.974609375
LEO,496.94,81.36,98.55,0.94,0.44,4,4.25,33.19,389.97,387.87,512.0,23.21,60.75,4.02,4.48,97.19,4.53,0.0,HIGH,18.88,75.755859375
GEO,35786.0,1.94,92.92,1.79,0.71,4,3.72,43.53,415.45,58.12,512.0,15.33,59.1,1.58,4.25,86.88,4.19,71.37,MEDIUM,62.14,11.3515625
MEO,19496.9,56.34,68.44,2.58,1.36,3,3.23,6.11,398.91,369.46,512.0,94.75,43.86,4.19,3.58,61.64,3.6,1.5,HIGH,29.93,72.16015625
GEO,35786.0,3.22,80.82,1.62,1.04,3,1.22,45.65,292.43,74.95,512.0,34.46,43.49,8.95,1.14,75.68,1.51,12.44,HIGH,41.15,14.638671875
LEO,565.79,44.07,50.86,3.28,1.21,5,2.91,40.95,194.27,125.11,512.0,38.4,38.18,9.32,3.35,50.51,3.47,0.0,HIGH,23.76,24.435546875
