orbit_type,orbit_altitude_km,inclination_deg,current_battery_percent,solar_exposure_hours,eclipse_duration_hours,payload_count,payload_power_kw,communication_duration_minutes,communication_bandwidth_mbps,onboard_memory_used_gb,onboard_memory_total_gb,cpu_utilization_percent,temperature_celsius,mission_duration_hours,previous_power_consumption_kw,previous_battery_percent,power_consumption_kw,remaining_battery_percent,mission_risk,health_score
LEO,848.94,95.58,51.55,2.48,1.14,4,4.02,35.7,395.06,360.71,512.0,75.69,33.31,3.05,4.53,43.91,4.49,0.0,HIGH,20.95
MEO,2332.15,55.19,75.45,3.05,0.89,4,2.92,27.32,172.85,430.7,512.0,38.01,55.58,1.17,3.64,71.17,3.29,86.95,MEDIUM,68.21
MEO,3239.2,53.51,47.41,4.27,1.6,3,2.92,45.09,313.62,323.96,512.0,48.14,27.5,4.22,3.51,43.56,3.42,4.91,HIGH,35.39
MEO,19288.62,59.85,90.16,1.96,0.08,1,0.64,5.13,449.86,264.07,512.0,40.41,21.81,8.74,0.96,83.43,1.05,54.18,LOW,75.07
GEO,35786.0,0.1,70.6,3.41,0.89,5,3.6,16.31,294.68,81.78,512.0,26.98,31.4,3.66,4.15,75.16,3.9,18.61,HIGH,26.8
GEO,35786.0,2.71,40.4,3.38,1.05,5,5.49,43.05,76.51,184.55,512.0,38.05,26.54,6.08,5.38,37.46,5.78,0.0,HIGH,42.75
MEO,17997.41,56.59,67.55,4.12,0.68,1,0.82,20.15,373.36,205.32,512.0,85.12,62.42,3.99,1.31,69.6,1.21,85.71,HIGH,28.65
LEO,581.34,77.84,92.45,2.78,1.72,1,0.71,10.4,368.06,13.3,512.0,58.69,58.79,1.38,1.25,94.75,1.24,100.0,MEDIUM,45.32
MEO,10214.34,55.83,62.1,2.53,1.8,2,1.38,7.49,311.94,323.11,512.0,81.35,46.55,5.12,1.6,64.65,1.71,35.56,MEDIUM,61.71
LEO,749.89,44.85,73.72,2.74,1.01,2,1.24,8.01,195.51,120.61,512.0,18.71,56.82,8.77,1.48,78.68,1.7,9.89,HIGH,32.87
MEO,12518.93,48.48,44.66,2.15,0.14,4,2.04,31.33,99.47,48.97,512.0,71.12,35.15,2.76,2.47,47.69,2.48,25.9,MEDIUM,68.6
LEO,898.04,31.11,73.35,2.11,0.42,3,2.26,7.46,78.55,467.17,512.0,15.39,69.97,8.75,2.59,75.15,2.84,0.0,HIGH,36.44
SSO,757.81,97.32,65.34,2.77,0.78,4,3.59,17.62,159.47,195.58,512.0,12.68,78.5,4.85,3.59,65.03,3.93,0.0,HIGH,15.0
MEO,2079.92,51.24,90.37,1.74,0.38,5,5.5,37.21,232.37,94.12,512.0,17.0,42.72,1.32,5.46,86.99,5.73,62.02,LOW,79.87
GEO,35786.0,3.15,54.84,3.87,1.11,1,0.52,53.41,248.48,227.31,512.0,20.1,24.16,3.03,0.72,51.44,1.0,81.62,LOW,94.69
MEO,11386.92,49.27,46.32,0.93,0.62,3,1.54,38.37,130.11,158.66,512.0,28.92,45.27,1.39,1.61,46.07,1.79,41.29,MEDIUM,62.88
SSO,693.32,98.62,51.2,0.82,1.03,3,2.77,19.39,82.86,279.7,512.0,79.34,65.93,6.71,3.26,52.01,3.26,0.0,HIGH,24.35
LEO,603.55,94.46,57.93,2.45,0.09,2,1.14,39.36,289.79,199.13,512.0,63.1,37.01,9.28,1.32,61.41,1.66,0.0,HIGH,31.93
LEO,323.37,85.75,71.0,1.32,1.17,3,3.42,10.1,384.42,26.18,512.0,81.71,21.57,2.55,3.25,74.59,3.63,26.59,MEDIUM,69.65
MEO,11807.62,45.63,50.01,2.4,1.45,3,3.12,45.62,103.19,377.38,512.0,85.98,79.73,6.08,3.18,52.03,3.54,0.0,HIGH,29.96
MEO,12897.5,52.07,32.3,1.25,1.15,1,0.98,32.89,268.18,17.09,512.0,40.46,66.78,4.49,1.79,33.09,1.57,1.49,HIGH,27.58
GEO,35786.0,4.93,69.34,1.39,1.19,4,4.78,34.85,269.98,23.19,512.0,10.94,66.14,7.59,4.99,71.09,5.12,0.0,HIGH,21.53
GEO,35786.0,2.67,55.15,3.81,1.67,2,0.85,30.49,184.91,116.7,512.0,84.07,48.27,9.65,1.39,52.32,1.13,29.78,MEDIUM,63.26
MEO,8009.91,58.09,32.52,0.61,0.08,5,3.92,26.66,51.7,410.4,512.0,63.54,49.93,3.89,4.03,35.31,4.25,0.0,HIGH,39.3
SSO,507.82,98.26,88.17,4.29,1.46,2,1.1,46.32,90.73,222.23,512.0,72.19,66.1,3.55,1.22,81.1,1.41,100.0,HIGH,11.32
SSO,717.47,98.17,56.31,2.52,0.47,4,3.8,16.75,238.71,233.83,512.0,46.67,68.85,3.26,4.2,51.85,4.07,0.18,HIGH,30.37
MEO,17746.77,46.69,54.46,0.59,0.61,1,1.05,6.09,61.66,478.49,512.0,19.08,76.4,3.09,1.92,46.79,1.55,30.44,HIGH,24.79
MEO,14741.75,48.86,45.32,2.71,0.85,5,3.98,43.25,65.17,38.2,512.0,87.66,59.71,3.16,4.63,39.49,4.51,0.0,HIGH,41.3
SSO,512.83,97.21,90.33,3.43,0.26,4,3.61,26.66,213.02,80.93,512.0,54.98,37.86,5.66,4.17,92.98,3.84,0.0,HIGH,31.83
MEO,8585.76,53.87,34.72,4.2,0.29,5,5.01,40.29,104.62,371.9,512.0,24.3,51.51,4.37,5.08,30.69,5.44,0.0,HIGH,41.58
MEO,14326.15,53.96,69.54,3.52,0.39,2,1.54,42.47,366.74,215.98,512.0,27.53,59.75,7.88,1.59,66.72,1.99,9.74,HIGH,13.07
SSO,734.74,97.55,79.07,3.61,1.76,3,2.05,36.38,112.75,413.21,512.0,28.15,37.57,1.78,2.56,77.51,2.48,93.74,LOW,96.35
GEO,35786.0,0.14,51.57,1.55,1.0,5,2.1,6.35,161.53,164.0,512.0,71.53,33.1,6.67,2.86,52.47,2.67,0.0,HIGH,27.22
SSO,692.67,97.66,47.83,0.96,0.37,1,1.07,45.97,354.17,464.24,512.0,25.38,76.13,5.87,1.39,47.38,1.49,2.7,HIGH,28.1
GEO,35786.0,3.25,83.01,4.47,0.97,4,3.65,46.9,320.87,327.95,512.0,14.92,71.39,7.69,3.69,80.31,3.9,0.0,HIGH,24.36
SSO,677.93,97.43,75.54,3.87,0.41,1,0.6,59.88,150.89,391.6,512.0,43.92,35.66,2.4,1.51,73.92,1.19,100.0,LOW,94.76
SSO,741.66,98.73,80.44,2.92,0.22,2,1.42,23.27,137.17,334.26,512.0,79.17,77.88,1.26,1.3,75.62,1.63,100.0,HIGH,35.94
LEO,435.06,60.53,47.38,2.6,1.7,2,1.95,33.15,128.81,421.66,512.0,16.73,28.42,1.41,2.56,51.18,2.5,55.54,LOW,95.6
GEO,35786.0,3.36,87.55,2.93,0.41,1,0.88,48.58,71.76,243.4,512.0,23.35,33.35,3.99,1.13,89.75,1.33,88.13,LOW,99.94
MEO,10107.18,58.09,64.72,2.32,0.09,5,5.25,26.36,89.76,369.56,512.0,73.31,69.69,5.02,5.69,58.74,5.79,0.0,HIGH,27.93
MEO,16588.87,51.37,39.86,1.2,1.55,4,3.95,43.47,391.28,81.84,512.0,65.6,69.74,6.36,4.67,32.33,4.41,0.0,HIGH,40.13
GEO,35786.0,1.36,37.88,0.63,0.04,4,2.23,47.01,94.89,170.03,512.0,15.21,27.9,6.15,2.92,32.62,2.66,0.0,HIGH,22.23
LEO,670.19,89.19,78.52,3.28,0.27,2,1.75,53.83,272.46,321.1,512.0,94.87,48.86,2.62,2.24,76.58,2.2,80.28,HIGH,37.86
GEO,35786.0,1.48,57.91,3.02,1.38,4,4.49,51.39,430.23,274.8,512.0,36.79,57.98,4.11,4.5,60.32,4.88,0.0,HIGH,12.39
GEO,35786.0,2.82,48.37,3.15,0.02,1,1.08,56.19,274.73,361.08,512.0,23.16,45.0,9.28,1.78,49.15,1.6,0.0,HIGH,14.89
GEO,35786.0,2.02,80.83,0.71,0.62,1,0.83,27.69,421.95,448.72,512.0,79.5,39.83,4.7,1.59,74.29,1.28,50.31,MEDIUM,54.72
GEO,35786.0,4.45,91.53,3.0,0.68,1,1.2,22.37,115.24,278.31,512.0,46.89,71.61,5.43,1.76,87.37,1.64,69.7,HIGH,36.33
MEO,10207.35,47.87,36.39,0.52,1.67,2,0.84,59.91,307.43,113.14,512.0,38.25,50.8,3.82,1.17,39.21,1.3,10.26,HIGH,14.0
GEO,35786.0,4.79,73.74,1.72,0.18,5,3.01,12.78,63.51,317.81,512.0,18.13,71.3,8.93,3.68,68.65,3.28,0.0,HIGH,38.27
LEO,585.18,51.13,70.13,3.81,0.95,1,0.64,59.94,202.91,162.02,512.0,47.44,58.97,2.66,1.28,68.78,1.02,98.3,MEDIUM,59.05
MEO,7833.19,46.08,42.73,3.31,0.96,1,1.17,37.18,61.38,138.07,512.0,55.91,59.54,3.26,1.6,37.21,1.73,45.79,MEDIUM,69.5
GEO,35786.0,4.65,38.63,0.82,0.72,1,0.58,55.44,195.24,247.6,512.0,60.02,34.78,7.46,0.82,38.65,1.01,0.0,HIGH,11.71
MEO,18788.56,52.69,63.66,2.73,1.69,5,3.74,39.95,278.49,251.07,512.0,49.05,59.43,3.36,4.17,59.5,4.22,4.17,HIGH,11.78
GEO,35786.0,4.76,94.73,3.99,1.09,4,3.96,15.41,133.51,468.15,512.0,28.0,57.21,1.68,4.17,96.59,4.27,95.8,MEDIUM,72.84
SSO,714.69,97.87,97.02,2.16,1.51,2,1.99,56.38,317.65,343.41,512.0,90.17,37.44,2.53,2.81,96.02,2.57,80.59,HIGH,10.54
LEO,679.07,65.87,97.43,2.8,1.45,2,1.61,42.04,148.99,273.96,512.0,32.16,47.96,9.49,1.61,100.0,2.0,7.71,HIGH,17.03
SSO,506.26,97.53,67.58,2.48,0.88,1,0.75,5.19,59.28,61.98,512.0,22.28,42.78,2.88,1.63,64.85,1.25,73.86,LOW,96.7
MEO,17177.8,54.06,80.94,4.05,0.1,5,2.52,22.43,81.38,380.47,512.0,25.52,46.07,9.53,2.62,76.75,2.78,0.0,HIGH,35.94
GEO,35786.0,4.07,44.77,3.56,0.99,2,2.27,45.23,259.27,247.17,512.0,63.02,56.6,3.19,2.84,45.35,2.85,28.38,MEDIUM,51.14
SSO,767.25,98.5,33.56,3.53,0.13,5,2.19,53.36,379.71,379.32,512.0,35.54,53.34,1.97,2.34,30.0,2.45,44.51,MEDIUM,71.97
GEO,35786.0,2.16,59.03,3.7,0.58,2,1.61,44.31,346.66,434.55,512.0,48.76,46.88,5.19,2.43,60.7,2.07,33.54,MEDIUM,68.87
GEO,35786.0,4.58,58.78,2.13,1.43,1,1.01,23.8,407.89,88.86,512.0,59.33,47.74,5.42,1.35,61.74,1.4,35.18,MEDIUM,67.72
GEO,35786.0,2.76,40.07,4.33,0.71,4,3.48,44.59,51.24,213.23,512.0,12.76,40.64,5.63,3.7,41.45,3.95,0.0,HIGH,24.99
LEO,753.23,38.33,73.61,0.99,0.31,3,1.4,55.92,312.1,462.85,512.0,20.88,51.59,3.65,1.64,66.49,1.65,46.26,MEDIUM,54.86
SSO,707.9,98.58,43.76,1.8,0.11,5,5.03,46.21,348.96,284.89,512.0,41.54,52.22,6.73,5.25,37.66,5.35,0.0,HIGH,24.9
LEO,910.5,70.49,95.93,2.04,0.89,1,0.79,10.52,232.59,161.2,512.0,32.75,23.52,4.43,0.75,94.66,1.1,88.63,LOW,80.94
GEO,35786.0,4.16,87.72,3.32,0.92,1,0.97,47.71,90.15,61.29,512.0,77.82,35.84,3.12,1.59,85.79,1.33,100.0,MEDIUM,58.5
SSO,568.0,98.76,61.07,2.27,0.5,1,0.47,56.49,384.43,288.11,512.0,74.45,25.45,7.39,0.7,55.32,1.01,39.64,MEDIUM,71.28
SSO,572.53,97.9,95.76,2.88,0.58,4,4.47,27.57,52.2,405.45,512.0,20.41,78.9,4.34,4.32,95.27,4.67,0.0,HIGH,29.24
GEO,35786.0,2.19,39.05,2.49,1.52,4,3.87,52.42,93.63,109.79,512.0,94.21,27.57,9.09,4.25,33.73,4.18,0.0,HIGH,33.2
LEO,342.78,90.11,65.76,1.37,0.17,4,2.23,47.36,246.67,291.94,512.0,73.69,43.53,9.75,2.58,60.31,2.72,0.0,HIGH,27.11
LEO,972.19,33.83,89.46,4.08,0.37,4,2.12,49.56,123.93,226.08,512.0,89.17,67.38,9.12,2.27,86.33,2.36,0.0,HIGH,16.62
GEO,35786.0,4.92,93.14,3.39,1.08,4,1.69,49.11,375.42,85.59,512.0,33.57,29.08,5.73,1.74,91.77,1.98,60.2,LOW,75.86
MEO,3322.44,48.4,78.2,3.19,1.09,5,3.52,20.97,230.95,268.9,512.0,45.26,52.38,6.31,4.08,83.18,4.07,0.0,HIGH,18.66
SSO,568.95,98.06,95.03,2.35,1.03,2,1.7,56.89,347.3,341.87,512.0,51.54,29.03,7.87,1.88,98.8,1.99,21.57,HIGH,35.98
GEO,35786.0,4.46,54.19,3.58,0.29,2,2.13,13.55,440.21,89.99,512.0,43.38,78.4,7.26,2.46,58.48,2.73,0.0,HIGH,44.27
SSO,529.7,98.56,72.14,2.09,1.19,2,1.05,24.86,196.01,46.19,512.0,68.22,33.96,4.95,1.59,73.18,1.42,51.58,LOW,94.31
SSO,579.48,98.52,33.99,1.68,0.68,3,2.44,35.01,65.6,181.51,512.0,50.52,45.88,2.21,2.75,28.96,2.82,13.71,HIGH,12.58
LEO,763.06,35.68,86.61,1.57,0.87,4,1.99,52.77,87.83,271.23,512.0,26.74,71.85,6.7,2.72,83.1,2.41,0.47,HIGH,14.49
LEO,426.87,50.49,33.71,4.34,0.67,3,3.44,40.12,86.9,235.46,512.0,29.78,70.12,6.87,3.73,31.67,3.65,0.0,HIGH,36.12
SSO,774.96,98.24,67.88,2.42,1.07,2,2.29,47.79,126.21,266.09,512.0,81.32,22.82,5.99,2.56,68.31,2.81,0.0,HIGH,11.95
LEO,449.78,81.06,63.86,3.72,0.42,4,3.06,47.72,183.15,274.16,512.0,61.21,58.54,7.32,3.37,66.94,3.53,0.0,HIGH,41.84
MEO,19142.12,49.53,47.49,0.6,1.33,3,3.25,27.87,399.28,108.11,512.0,12.32,72.98,3.86,3.44,45.76,3.62,0.0,HIGH,23.45
LEO,356.39,78.61,31.01,1.82,0.74,5,4.7,50.28,299.32,207.83,512.0,15.04,63.78,8.61,5.37,29.84,5.07,0.0,HIGH,16.74
GEO,35786.0,0.71,54.06,2.06,0.95,2,0.93,34.06,236.17,200.64,512.0,54.95,58.07,8.47,1.39,58.83,1.49,0.0,HIGH,15.96
MEO,4137.65,54.05,97.1,0.74,0.82,1,1.01,56.31,352.69,316.65,512.0,74.59,32.4,2.71,1.11,100.0,1.41,81.17,MEDIUM,66.51
SSO,757.4,98.08,46.18,1.71,0.63,2,2.39,37.23,270.04,454.69,512.0,77.05,48.61,6.12,2.62,42.53,2.87,0.0,HIGH,28.31
GEO,35786.0,4.72,34.02,0.73,1.5,3,2.11,11.91,233.88,424.13,512.0,60.7,39.91,6.23,2.62,34.17,2.42,0.0,HIGH,13.35
LEO,532.52,35.57,51.62,3.73,0.35,5,5.27,41.46,282.47,438.1,512.0,39.92,22.61,1.72,5.28,50.72,5.49,34.87,MEDIUM,56.21
GEO,35786.0,1.76,44.59,3.09,0.95,5,4.0,10.05,272.1,308.71,512.0,18.97,79.55,4.49,4.15,41.62,4.39,0.0,HIGH,10.04
LEO,316.58,36.51,45.95,2.36,0.04,3,2.69,16.71,294.94,309.19,512.0,23.93,49.05,8.04,2.98,44.74,2.98,0.0,HIGH,28.04
MEO,11329.22,48.42,71.17,0.91,1.42,5,2.99,41.64,102.06,133.31,512.0,37.23,42.4,2.04,3.48,65.89,3.57,34.73,MEDIUM,60.93
SSO,750.87,98.96,98.34,1.34,0.4,4,1.8,15.79,293.41,372.05,512.0,30.9,30.41,5.22,2.44,96.31,2.08,43.77,MEDIUM,56.87
MEO,3781.88,48.89,47.26,0.52,1.02,2,1.34,29.87,146.59,154.18,512.0,68.95,61.28,4.21,1.78,45.91,1.79,4.6,HIGH,22.63
LEO,844.19,80.56,78.63,1.66,0.33,2,1.03,32.52,257.14,338.09,512.0,53.09,35.89,6.93,1.03,74.02,1.42,34.34,MEDIUM,45.19
MEO,18887.29,53.51,38.82,0.52,0.1,1,0.46,50.31,400.9,415.66,512.0,58.66,58.71,5.21,1.16,39.34,1.04,9.65,HIGH,28.36
GEO,35786.0,2.79,75.94,4.11,1.0,3,2.34,31.24,363.01,452.99,512.0,63.34,43.82,1.41,2.93,74.83,2.72,100.0,LOW,81.11
SSO,633.07,98.11,60.79,3.71,1.03,4,2.79,51.01,240.44,292.83,512.0,61.71,31.86,9.07,2.93,52.8,3.07,0.0,HIGH,30.51
LEO,396.11,60.13,85.19,1.65,0.84,2,1.26,13.85,241.79,385.7,512.0,38.35,77.11,3.45,1.47,80.14,1.8,64.67,HIGH,15.99
LEO,652.26,53.77,85.87,3.37,1.53,5,3.12,18.48,256.96,105.11,512.0,88.1,58.51,4.3,3.66,79.54,3.37,32.03,HIGH,44.74
SSO,531.57,97.66,55.81,2.39,0.23,2,1.26,30.03,250.64,246.75,512.0,31.94,66.65,5.75,2.24,47.82,1.85,15.26,HIGH,10.41
MEO,11400.68,46.25,57.89,0.93,0.83,1,0.5,23.72,398.59,423.46,512.0,56.78,71.33,5.85,0.81,58.48,0.83,37.4,HIGH,32.21
LEO,901.55,66.99,69.6,0.96,0.54,4,4.23,22.59,270.75,82.2,512.0,79.71,63.38,9.74,4.87,71.03,4.54,0.0,HIGH,40.08
LEO,669.9,30.71,49.87,3.16,0.31,1,0.42,14.0,113.42,118.45,512.0,89.96,59.92,7.04,0.62,44.73,0.75,53.72,HIGH,23.73
LEO,323.65,35.94,32.37,1.23,1.52,4,4.17,31.73,118.02,40.19,512.0,11.74,42.29,6.79,4.06,27.57,4.38,0.0,HIGH,28.32
GEO,35786.0,4.47,65.89,1.59,1.11,5,2.41,40.9,336.99,57.4,512.0,71.06,53.88,3.26,2.65,68.82,2.65,28.96,MEDIUM,52.56
GEO,35786.0,0.28,80.35,1.22,0.15,4,1.8,18.41,348.99,129.99,512.0,54.92,76.83,4.95,2.33,78.48,2.24,23.13,HIGH,33.7
LEO,691.25,73.54,36.74,3.28,1.02,2,2.2,10.99,305.78,279.56,512.0,25.46,76.64,2.5,2.64,40.86,2.75,31.47,HIGH,11.42
GEO,35786.0,4.75,61.23,3.62,1.51,4,2.0,56.59,313.21,215.71,512.0,61.27,33.43,7.11,2.59,60.03,2.28,0.0,HIGH,24.19
GEO,35786.0,4.53,83.83,4.45,1.76,5,2.9,14.49,242.65,446.57,512.0,37.62,71.07,1.11,3.29,84.67,3.2,100.0,HIGH,16.56
LEO,556.84,54.07,81.5,4.35,0.34,1,0.71,44.39,352.31,425.07,512.0,41.2,59.57,3.1,0.85,80.59,0.96,100.0,MEDIUM,62.12
MEO,18779.88,47.94,82.61,3.16,1.61,2,1.66,9.52,54.72,85.53,512.0,67.9,49.56,4.54,2.02,76.47,2.15,57.2,LOW,99.75
LEO,803.33,32.87,72.11,1.51,1.45,4,4.05,53.53,138.9,312.73,512.0,53.58,64.52,2.74,4.68,70.74,4.36,12.44,HIGH,40.23
SSO,555.96,97.7,68.91,3.07,1.24,2,1.82,41.34,408.97,145.5,512.0,26.36,40.2,2.34,2.17,68.37,2.38,69.63,LOW,83.7
SSO,730.27,97.62,93.07,2.72,1.22,2,0.94,56.15,396.1,101.33,512.0,78.43,65.46,5.99,1.78,87.71,1.46,68.91,HIGH,38.09
MEO,17652.83,57.73,82.44,0.84,1.22,5,5.26,9.76,204.75,50.65,512.0,15.43,58.58,5.09,6.0,84.64,5.67,0.0,HIGH,10.35
LEO,517.36,32.72,98.45,3.08,0.08,5,2.2,9.96,240.54,309.35,512.0,76.14,64.42,6.84,2.58,100.0,2.65,17.28,HIGH,23.81
SSO,541.88,97.17,65.35,2.34,0.41,1,0.59,37.02,201.4,423.52,512.0,79.84,57.37,2.63,0.58,66.62,0.82,79.31,MEDIUM,54.01
GEO,35786.0,4.78,37.99,2.96,1.0,2,1.21,50.2,364.77,337.98,512.0,37.64,79.28,3.7,1.35,30.61,1.7,32.69,HIGH,18.56
LEO,828.72,33.49,38.39,1.57,1.31,4,3.66,9.24,64.71,224.94,512.0,85.5,55.38,8.82,3.5,41.64,3.88,0.0,HIGH,30.73
MEO,10780.65,51.03,98.45,3.13,0.23,4,3.09,34.52,354.85,394.13,512.0,11.09,25.56,3.48,3.57,100.0,3.41,58.94,LOW,85.05
SSO,697.92,97.59,40.08,4.27,0.91,3,1.99,51.79,97.8,216.46,512.0,53.89,31.03,1.64,2.18,34.02,2.29,66.96,LOW,99.3
SSO,538.64,97.25,92.97,1.49,0.6,4,2.57,5.08,339.56,31.83,512.0,34.9,48.34,7.16,2.6,89.68,2.98,0.0,HIGH,37.64
MEO,8289.11,47.96,65.3,2.23,1.75,1,0.52,34.66,395.83,284.32,512.0,85.16,35.84,3.41,0.65,57.35,0.89,72.33,HIGH,27.97
SSO,640.22,98.87,49.23,1.37,0.22,2,2.2,28.77,413.27,180.54,512.0,87.43,54.34,4.27,2.38,46.12,2.58,0.0,HIGH,13.74
LEO,731.76,70.51,65.63,3.44,0.14,5,4.28,18.43,146.86,220.68,512.0,12.56,69.02,8.85,4.89,63.47,4.71,0.0,HIGH,25.9
SSO,713.8,97.96,69.01,2.56,0.73,5,5.63,41.99,116.19,443.85,512.0,70.68,60.43,2.44,5.95,66.93,6.06,3.49,HIGH,16.26
GEO,35786.0,1.14,87.8,2.96,0.71,2,1.45,22.17,437.84,49.07,512.0,70.64,51.65,2.46,1.87,91.81,1.92,92.54,MEDIUM,73.97
GEO,35786.0,0.31,84.6,2.53,0.75,5,5.57,14.71,318.72,401.12,512.0,69.43,54.89,9.3,5.86,76.87,5.9,0.0,HIGH,26.09
GEO,35786.0,2.87,36.1,3.6,0.25,2,0.86,47.75,297.6,438.08,512.0,26.6,61.27,4.86,1.27,35.77,1.31,37.99,MEDIUM,65.69
MEO,12158.93,47.89,57.69,3.39,1.04,2,0.9,47.84,445.77,66.49,512.0,10.83,48.81,8.44,1.08,53.84,1.28,28.28,MEDIUM,61.64
MEO,6090.98,48.35,88.21,4.28,1.11,3,2.78,8.25,228.25,435.72,512.0,17.01,60.41,7.92,2.75,80.3,3.11,0.0,HIGH,13.57
SSO,620.24,98.61,90.14,2.09,0.93,4,2.2,13.72,362.19,16.82,512.0,25.97,73.22,4.11,2.78,88.85,2.73,42.26,HIGH,12.32
GEO,35786.0,0.01,77.99,1.43,1.19,2,1.25,27.75,211.86,473.82,512.0,38.57,68.2,3.54,1.69,73.96,1.47,61.38,HIGH,13.75
SSO,645.1,98.98,54.27,1.35,0.47,4,2.06,10.32,188.38,333.73,512.0,63.13,58.79,2.55,2.35,47.8,2.48,29.47,MEDIUM,63.53
GEO,35786.0,4.57,39.97,1.03,1.49,2,1.11,47.98,127.33,191.01,512.0,17.36,49.15,5.9,1.97,41.75,1.68,0.0,HIGH,18.87
MEO,7858.78,57.32,91.0,1.54,0.25,1,0.49,8.53,62.94,334.53,512.0,41.2,77.65,9.41,0.73,87.79,0.89,55.27,HIGH,39.67
LEO,855.83,94.85,69.4,2.66,0.19,5,2.2,39.49,363.57,293.56,512.0,45.77,39.58,9.9,2.44,65.36,2.55,0.0,HIGH,33.36
SSO,509.88,97.62,65.9,2.05,1.01,3,2.72,14.69,104.64,187.94,512.0,79.44,44.98,5.75,3.18,63.4,3.22,0.0,HIGH,16.43
GEO,35786.0,1.18,73.35,0.86,1.75,3,2.99,14.23,420.56,135.93,512.0,40.14,37.79,8.74,2.98,77.95,3.21,0.0,HIGH,33.17
LEO,976.12,45.18,99.49,3.97,1.38,4,2.7,15.25,295.1,69.02,512.0,24.11,53.82,1.77,2.74,95.01,3.05,100.0,MEDIUM,52.08
LEO,461.91,57.99,89.63,3.66,1.61,2,1.24,28.31,96.75,259.81,512.0,50.14,51.66,2.8,1.45,81.84,1.81,100.0,MEDIUM,45.31
SSO,622.59,98.72,62.63,3.66,1.32,5,2.17,51.85,362.03,48.08,512.0,11.24,68.28,5.66,2.24,54.95,2.46,15.96,HIGH,43.86
LEO,682.58,62.23,54.24,0.76,1.21,4,3.03,19.72,358.34,230.83,512.0,41.08,71.39,4.16,3.01,50.12,3.39,0.0,HIGH,40.01
LEO,660.73,66.0,45.18,2.28,0.56,4,4.55,21.08,77.9,452.99,512.0,48.54,55.87,9.54,4.6,45.63,4.77,0.0,HIGH,34.88
MEO,10969.73,48.53,37.38,3.95,1.77,2,2.19,42.72,306.84,375.23,512.0,83.39,43.88,7.89,2.42,34.89,2.72,0.0,HIGH,15.04
GEO,35786.0,0.13,54.29,3.91,0.51,1,0.51,45.82,357.39,355.07,512.0,59.58,46.73,6.24,1.42,49.36,1.03,59.48,LOW,89.2
LEO,888.36,75.3,67.1,1.95,1.19,3,1.94,58.68,329.98,25.67,512.0,14.74,76.56,8.53,2.03,65.46,2.29,0.0,HIGH,44.4
LEO,896.33,79.67,59.14,3.37,0.92,4,4.29,58.26,147.96,418.07,512.0,85.96,59.79,3.73,4.7,59.27,4.66,0.0,HIGH,28.59
SSO,775.32,98.93,82.17,1.69,0.14,4,4.38,55.31,384.77,175.35,512.0,18.12,64.81,7.92,5.11,79.34,4.89,0.0,HIGH,20.8
LEO,947.68,85.68,79.56,3.24,1.17,2,1.64,55.85,371.36,161.48,512.0,36.94,56.7,8.08,1.96,75.44,2.23,1.19,HIGH,39.24
MEO,4582.71,46.9,92.89,2.28,1.2,2,0.88,42.37,209.99,321.0,512.0,90.56,73.83,1.13,1.67,93.41,1.45,100.0,HIGH,14.73
MEO,15880.51,46.22,52.94,3.53,0.69,2,2.36,8.32,448.99,83.22,512.0,64.87,34.7,9.97,2.62,51.36,2.6,0.0,HIGH,44.03
SSO,650.85,97.38,75.82,3.24,0.05,1,0.6,57.72,275.78,218.51,512.0,85.04,60.65,9.03,1.52,69.77,1.13,48.14,HIGH,11.22
GEO,35786.0,0.32,87.86,3.14,0.88,5,4.22,5.21,228.54,103.76,512.0,38.52,33.37,4.84,4.27,88.95,4.43,0.0,HIGH,21.13
MEO,16847.8,50.41,65.79,3.47,0.04,1,0.71,32.66,70.89,411.47,512.0,87.18,69.6,2.68,0.94,70.09,0.96,90.71,HIGH,43.16
SSO,764.64,98.96,88.65,1.37,1.09,5,5.94,22.94,349.76,312.83,512.0,55.66,36.46,6.67,6.39,85.18,6.21,0.0,HIGH,42.88
SSO,638.47,98.45,39.72,3.99,0.48,1,0.9,39.63,242.71,62.75,512.0,14.92,72.6,1.55,0.98,43.66,1.17,75.77,HIGH,31.37
MEO,8797.48,47.89,92.18,1.93,0.0,4,1.99,15.52,51.96,276.62,512.0,82.96,31.47,9.96,1.99,89.05,2.19,0.0,HIGH,10.17
GEO,35786.0,2.78,54.0,2.98,0.8,3,1.66,27.77,100.89,127.97,512.0,87.37,41.69,2.12,2.49,55.78,2.23,59.09,HIGH,21.69
SSO,637.15,97.23,86.82,1.93,0.22,5,2.21,31.84,446.88,315.91,512.0,69.59,32.93,9.15,2.37,91.59,2.71,0.0,HIGH,33.64
GEO,35786.0,0.71,59.81,3.0,1.53,2,1.91,17.92,244.47,292.91,512.0,35.84,32.13,9.62,2.78,55.54,2.41,0.0,HIGH,33.55
GEO,35786.0,4.76,71.53,2.16,1.59,5,2.28,51.47,425.08,252.68,512.0,27.09,63.62,7.21,3.01,76.4,2.66,0.0,HIGH,31.56
GEO,35786.0,4.16,39.55,4.41,0.56,5,4.78,27.02,55.99,339.31,512.0,47.61,67.76,5.09,5.54,44.04,5.2,0.0,HIGH,29.28
